,id_municipio,ano,pib,impostos_liquidos,va,va_agropecuaria,va_industria,va_servicos,va_adespss
1870,3115201,2012,28447702,839398,27608305,6176199,1531212,7777252,12123642
1871,3115300,2012,1173375125,154691971,1018683154,19750624,309305356,506114364,18351281
1872,3115359,2012,36897197,4877739,364094231,310676,259530379,80389357,21067735
1873,3115409,2012,17619434,54774,17071694,1114518,1188748,4816323,9952104
1874,3115458,2012,42477828,2097607,40380221,4654455,1604757,15327585,18793423
1875,3115474,2012,29286162,924235,28361927,4119252,1323392,6943462,15975821
1876,3115508,2012,249697014,18077273,231619741,2841336,18564737,150457246,59756421
1877,3115607,2012,11882227,247057,1163517,1559564,695314,2942968,6437324
1878,3115706,2012,51999184,2845538,49153646,4832192,3682459,21924618,18714378
1879,3115805,2012,143165051,5901263,137263788,51445704,9342708,46878075,29597301
1880,3115904,2012,26979071,1404751,2557432,3287161,164995,1022601,10411198
1881,3116001,2012,41690992,1300524,40390468,10831142,1989844,11359893,16209588
1882,3116100,2012,62509251,1697609,60811642,3368768,1971225,16041258,39430391
1883,3116159,2012,113531661,3643292,109888369,46472397,6329297,25161253,31925421
1884,3116209,2012,23178974,13972,21781774,2446851,1003745,6270586,12060592
1885,3116308,2012,32402765,814821,31587944,3454223,180363,9042966,17287125
1886,3116407,2012,76673004,6134273,7053873,19701693,18229785,18628487,13978766
1887,3116506,2012,71084617,2317879,68766737,31137272,2703996,14518069,20407399
1888,3116605,2012,381939996,46443572,335496425,19415655,77379628,168190402,70510739
1889,3116704,2012,58545407,2766859,55778548,11382424,3902004,21322975,19171145
1890,3116803,2012,5378246,2037401,51745059,10484295,2148038,16145912,22966814
1891,3116902,2012,7342499,3475269,69949721,36695778,4341783,18177794,10734366
1892,3117009,2012,46346249,1860529,4448572,5317864,5950763,11270889,21946204
1893,3117108,2012,134182428,6977981,127204447,45124536,7664152,47603865,26811894
1894,3117207,2012,3405063,1210626,32840004,12312893,1714802,8997346,9814963
1895,3117306,2012,675207786,63462844,611744942,174573861,157854727,200925863,78390491
1896,3117405,2012,28634573,83914,27795433,5413677,1101142,7801602,13479012
1897,3117504,2012,311253127,20980004,290273124,13463994,153251542,76579143,46978444
1898,3117603,2012,162311002,12673578,149637425,8835898,82492021,38691824,19617681
1899,3117702,2012,142330141,7932097,134398044,30021444,12929074,56872725,34574802
1900,3117801,2012,118041247,12897216,105144031,6570792,3131584,40579165,26678235
1901,3117836,2012,3321375,848793,32364956,377903,1236143,749559,19854194
1902,3117876,2012,728942335,50135125,67880721,248876,57802066,598298792,22457477
1903,3117900,2012,119458463,1095586,108502603,7021355,33073683,39605686,28801879
1904,3118007,2012,311706425,137452699,2979611551,1160,1956507016,794104582,227839953
1905,3118106,2012,28276983,885764,27391219,2964676,1688811,7622361,15115371
1906,3118205,2012,167493072,8182779,159310293,69078703,2526207,42269126,22700394
1907,3118304,2012,152103798,140478538,1380559442,4546469,188366059,880493731,307153184
1908,3118403,2012,221431347,11650163,209781184,46758806,15361305,86685545,60975528
1909,3118502,2012,17505007,443196,17061811,5145648,808755,399239,7115018
1910,3118601,2012,22576504959,3818585099,1875791986,1344614,584500696,11155733829,1755834458
1911,3118700,2012,110939031,4648271,106290759,37850724,6297108,36994173,25148755
1912,3118809,2012,305004374,6010779,298993595,181265192,7037598,46015283,64675523
1913,3118908,2012,65802228,2441076,63361151,15917882,4367731,19551632,23523907
1914,3119005,2012,36537993,1099244,3543875,11912187,2958411,8659871,11908281
1915,3119104,2012,294057939,12299453,281758486,109977696,18922849,89087108,63770833
1916,3119203,2012,56484195,1897279,54586916,4918389,4831661,16228777,28608088
1917,3119302,2012,673736452,32558707,641177745,292721898,7205933,202832337,7356418
1918,3119401,2012,1201570196,101046672,1100523524,2717847,172891275,668520718,256393684
1919,3119500,2012,55582948,2084749,53498198,3640534,7319538,16063706,2647442
1920,3119609,2012,26459952,1191668,25268285,3847295,2414802,8092646,10913542
1921,3119708,2012,34825834,1217922,33607912,9561612,3569457,9386369,11090473
1922,3119807,2012,68175519,4625302,63550217,22274717,2859831,26280442,12135228
1923,3119906,2012,24229913,819036,23410877,3120887,1044334,7921267,11324389
1924,3119955,2012,154576564,20087278,134489286,9120213,72671759,34010265,18687049
1925,3120003,2012,21087133,671793,2041534,3109508,1059863,5518445,10727524
1926,3120102,2012,34542525,2133612,32408913,1074528,333233,1408612,13915935
1927,3120151,2012,35731313,875057,34856256,9225916,1076218,670786,17846263
1928,3120201,2012,127472357,4088388,123383969,40797243,8690358,40085633,33810735
1929,3120300,2012,76741088,1027577,7571351,50028127,1338981,8046562,1629984
1930,3120409,2012,56968633,4626143,5234249,6056174,5484386,2455787,16244059
1931,3120508,2012,130785553,7305587,123479966,23139493,35851339,37147767,27341366
1932,3120607,2012,41722027,1865608,39856419,7145784,4314712,12943096,15452827
1933,3120706,2012,58897855,1819145,5707871,2329268,3894747,15318453,1457283
1934,3120805,2012,140640218,7180491,133459726,20145607,11489302,61829177,39995639
1935,3120839,2012,31508398,1157284,30351114,4681558,182299,9802126,14044439
1936,3120870,2012,38753627,140918,37344447,3186656,2740515,10990992,20426284
1937,3120904,2012,1059897653,98311018,961586635,12668182,142589864,501376268,190938684
1938,3121001,2012,35908777,1013725,34895052,6211649,1530378,10526359,16626667
1939,3121100,2012,61171051,3798357,57372694,11178791,6007242,18756804,21429856
1940,3121209,2012,11565078,4371252,111279528,45460096,7137037,33352405,25329991
1941,3121258,2012,239265418,29975361,209290057,13626392,93139079,71903836,30620751
1942,3121308,2012,44498541,2421154,42077386,4210443,10596838,12125501,15144604
1943,3121407,2012,44566496,1685504,42880991,7332129,1857748,15482475,18208639
1944,3121506,2012,26059714,840774,25218941,5406037,1589779,6911728,11311396
1945,3121605,2012,488282573,34818769,453463804,16260439,39772278,276145502,121285585
1946,3121704,2012,28111006,902644,27208362,4848172,1155567,7734104,1347052
1947,3121803,2012,47080814,1452059,45628755,5708114,2029908,16404085,21486648
1948,3121902,2012,3132548,130165,3002383,6077945,3684627,881713,11444128
1949,3122009,2012,180026729,10824223,169202506,4381392,11781129,6576664,47840817
1950,3122108,2012,3043291,9409,2949201,4753839,1867567,9059506,13811098
1951,3122207,2012,38203923,139919,36804733,2000802,1281827,1307379,20448314
1952,3122306,2012,4399237304,516203189,3883034115,3997746,973075223,2241089853,628891578
1953,3122355,2012,56301187,557262,50728566,51421,11689138,13861746,20035582
1954,3122405,2012,60242162,2317577,57924585,18748603,3565962,18642962,16967058
1955,3122454,2012,48881863,869171,48012692,8212355,3610337,11649567,24540433
1956,3122470,2012,36247313,1598516,34648797,10917164,1431693,10505059,11794881
1957,3122504,2012,3341341,1079649,32333761,1999694,2070712,12302439,15960916
1958,3122603,2012,3160495,1812521,29792428,3093918,1520268,11047609,14130633
1959,3122702,2012,5855293,5397937,53154993,422083,9057948,24442071,15434144
1960,3122801,2012,205279,479141,20048759,368453,825342,529665,10242237
1961,3122900,2012,51234074,2489081,48744993,9431278,4242432,17270787,17800497
1962,3123007,2012,171984225,25065961,146918264,1699208,65199089,54857197,2516277
1963,3123106,2012,37305494,2324927,34980567,2985157,392011,11615808,16459492
1964,3123205,2012,154321717,9956565,144365152,16637434,15458807,73857536,38411374
1965,3123304,2012,39325148,1163511,38161637,14948342,1670981,8335488,13206826
1966,3123403,2012,205249,777113,19747786,4821655,2905406,4410501,7610224
1967,3123502,2012,33890967,1482393,32408573,13684663,3097018,6830995,8795897
1968,3123528,2012,70056091,2346936,67709154,26458315,3896559,17897178,19457102
1969,3123601,2012,369535277,40963649,328571629,48416581,44700289,168035157,67419601
1970,3123700,2012,76844668,4581248,7226342,5378048,4900803,32633297,29351272
1971,3123809,2012,11590378,3066916,112836865,69771615,3188399,18766202,21110649
1972,3123858,2012,35520197,1558221,33961975,3449585,2342425,12594169,15575797
1973,3123908,2012,123628729,7586878,116041851,12668802,9883471,56154321,37335257
1974,3124005,2012,19990628,9062222,190844059,59159427,16717836,67366612,47600184
1975,3124104,2012,431269632,28732409,402537223,25330576,45389648,178837854,152979144
1976,3124203,2012,257582177,24400711,233181466,32814949,16504398,124548857,59313262
1977,3124302,2012,193136379,10534407,182601972,11256069,2069775,68437151,82211002
1978,3124401,2012,48030989,2382117,45648872,14920018,4853979,12266415,1360846
1979,3124500,2012,176187102,13599642,16258746,42640202,10766926,80215825,28964507
1980,3124609,2012,20375599,68646,19689139,2425079,1065769,6617016,9581275
1981,3124708,2012,70653269,2102821,68550449,34631448,4230841,16608413,13079746
1982,3124807,2012,826991778,7610631,819381147,743748875,7985668,45870414,21776191
1983,3124906,2012,101179749,5872752,95306997,18332503,13605721,34272476,29096297
1984,3125002,2012,2631537,1184362,25131008,1455361,3924516,815823,11592901
1985,3125101,2012,3104037074,781439974,23225971,60118,900381914,1309821115,10638227
1986,3125200,2012,30027717,771645,29256072,7917796,1939709,10126408,9272159
1987,3125309,2012,36615169,205416,34561009,10995494,4639771,8316652,10609092
1988,3125408,2012,31586764,1043818,30542946,4002415,1397046,9158085,159854
1989,3125507,2012,22220362,80495,21415411,1678589,1154329,6744359,11838135
1990,3125606,2012,39744083,1116398,38627685,5102358,1510629,12398901,19615797
1991,3125705,2012,262430942,1216239,250268551,142376358,9599506,54332012,43960675
1992,3125804,2012,22872437,734085,22138352,3270973,1094754,6532514,11240111
1993,3125903,2012,87758266,4469434,83288832,19775534,5699533,29463118,28350647
1994,3125952,2012,79192583,3021956,76170627,20229195,6700604,20590412,28650416
1995,3126000,2012,68463331,4099316,64364015,10268876,5614802,28157113,20323224
1996,3126109,2012,109614264,101785433,994357206,55319087,190907537,569728004,178402578
1997,3126208,2012,131751076,6371835,125379241,61951985,7323591,31229128,24874537
1998,3126307,2012,310980732,17320061,293660671,10905977,201291417,635125,17950777
1999,3126406,2012,26129791,861075,25268716,4272438,2885559,7003177,11107542
2000,3126505,2012,42625445,1000093,41625351,2945704,1178193,11673452,25828002
2001,3126604,2012,176274841,1997914,174276927,143818887,275497,11318939,16384132
2002,3126703,2012,231141864,9163014,22197885,86325842,8232321,64663163,62757523
2003,3126752,2012,36527685,759828,35767857,7871803,3150534,7098163,17647357
2004,3126802,2012,3866545,834245,37831205,10355046,1362655,7860755,1825275
2005,3126901,2012,59576176,1936692,57639484,6326285,611971,20611725,24581763
2006,3126950,2012,20276166,446861,19829305,4393773,630604,3940503,10864424
2007,3127008,2012,840572811,7918364,832654447,19255898,694137281,67858479,51402789
2008,3127057,2012,24860521,708599,24151922,2748227,785199,6197544,14420952
2009,3127073,2012,27055115,536999,26518115,3500155,842974,5324199,16850787
2010,3127107,2012,1075468502,9186229,983606212,192826569,156482346,480566873,153730424
2011,3127206,2012,33328292,1068506,32259787,6515124,3187533,9011425,13545704
2012,3127305,2012,53285597,207087,51214727,7080548,5826751,18769717,19537712
2013,3127339,2012,32314395,1067329,31247065,5134613,1129382,7866604,17116467
2014,3127354,2012,45066639,556737,44509902,28221459,935952,4635628,10716863
2015,3127370,2012,25388781,988017,24400765,390317,168914,7751996,11056459
2016,3127388,2012,35552188,1749317,33802872,3238476,3105634,14870069,12588693
2017,3127404,2012,40413904,2465197,37948707,5491295,2934984,15963316,13559112
2018,3127503,2012,35022092,1421845,33600247,4033959,1279082,977904,18508166
2019,3127602,2012,105977391,7071525,98905866,4712083,28794941,35785454,29613388
2020,3127701,2012,4083415367,404638066,3678777301,28964478,535589167,2348407306,765816351
2021,3127800,2012,587481159,6086159,581394999,359008358,146122379,32045061,44219201
2022,3127909,2012,1872087,527187,18193683,357556,1025288,5076673,8516162
2023,3128006,2012,455000965,48068815,40693215,20561685,47106856,252816842,86446767
2024,3128105,2012,145378427,7102165,138276262,39091448,9307348,49193908,40683558
2025,3128204,2012,56245401,2014192,54231209,665957,5072588,15637437,26861613
2026,3128253,2012,210953069,1684351,209268718,183943527,949053,10390944,13985194
2027,3128303,2012,337953205,35002929,302950276,37852226,120319138,95022408,49756503
2028,3128402,2012,88177813,7770999,80406814,7307935,15809925,32682008,24606946
2029,3128501,2012,33091438,2105714,30985724,2218694,6485715,863503,13646283
2030,3128600,2012,273378582,5403794,267974787,178433526,207987,46279468,22463094
2031,3128709,2012,1461248565,217803609,1243444956,40349095,209481207,864058297,129556357
2032,3128808,2012,8068323,5687436,74995794,8651305,28727318,18232291,1938488
2033,3128907,2012,85454118,3083335,82370784,28122748,4463976,28452511,2133155
2034,3129004,2012,77972934,4467867,73505067,13970381,10798841,25704479,23031366
2035,3129103,2012,80339789,4252175,76087614,3235533,5083338,19028185,19620761
2036,3129202,2012,6787042,3284003,64586418,18068153,4222077,24403121,17893067
2037,3129301,2012,58048294,196047,56087824,5151459,3407074,20597369,26931921
2038,3129400,2012,43370284,1491575,41878709,10650778,2011516,13537062,15679354
2039,3129509,2012,62562298,5216828,573454699,175741157,132028092,197280314,68405136
2040,3129608,2012,5473669,2064113,52672577,13701752,3543314,15011088,20416424
2041,3129657,2012,29815715,714001,29101714,2300207,1358373,7252642,18190492
2042,3129707,2012,529484887,12147282,517337604,89094859,311968297,78875176,37399272
2043,3129806,2012,1546417492,176252588,1370164904,1594723,421124152,51345426,433991769
2044,3129905,2012,35854442,2035786,33818656,812035,2335109,12435362,10927834
2045,3130002,2012,30550096,1040698,29509398,8722782,1243449,8297503,11245664
2046,3130051,2012,47640626,1275477,46365148,742432,1953604,10693346,26293877
2047,3130101,2012,821754951,48207272,773547679,53035263,362662272,259677729,98172415
2048,3130200,2012,112602244,12273689,100328556,22112838,9961325,42187565,26066827
2049,3130309,2012,256560149,34948048,221612101,45927784,88893118,63608957,23182243
2050,3130408,2012,366932229,51649823,315282405,6044553,231433901,54390547,23413403
2051,3130507,2012,127094745,6516887,120577858,33389124,8443389,46610663,32134682
2052,3130556,2012,44501671,833915,43667756,13564308,2081567,9085652,18936229
2053,3130606,2012,66029914,4369544,61660369,8829043,11094442,22169737,19567147
2054,3130655,2012,44036017,962543,43073474,10704391,2400672,8747659,21220752
2055,3130705,2012,514110118,6591718,5075184,218849967,21619274,44140768,28334925
2056,3130804,2012,36746248,1992869,3475338,1083763,5953595,7723937,10238218
2057,3130903,2012,185444234,8369657,177074577,29506172,11051493,78247661,58269252
2058,3131000,2012,72872389,4410789,684616,1263712,12461202,24781815,18581463
2059,3131109,2012,53669045,2639507,51029538,6451099,120297,13258624,19290115
2060,3131158,2012,96429015,4480933,91948081,9057433,6432476,33992024,42466148
2061,3131208,2012,157678187,10911356,146766831,11180309,16728687,71153697,47704139
2062,3131307,2012,8783449575,1221982984,7561466591,104894,3747968702,3085328557,727120392
2063,3131406,2012,6249059,2161692,60328898,2042631,3461988,17981334,18459266
2064,3131505,2012,102418866,5637968,96780898,20689944,7568451,42695517,25826986
2065,3131604,2012,158878682,15124368,143754314,36991764,31357545,55779275,1962573
2066,3131703,2012,5559082132,296783545,5262298587,10066448,3316490549,1570270552,365471037
2067,3131802,2012,70063831,286846,67195371,4704069,8311522,25382385,28797395
2068,3131901,2012,28386281,145024893,2693603206,8043899,1763377881,750474139,171707287
2069,3132008,2012,11463889,4431941,110206949,88475213,926978,6353865,14450893
2070,3132107,2012,133264623,9212144,124052479,13077685,1302187,43824202,54128722
2071,3132206,2012,170909776,14380295,156529481,11831261,24234138,85560137,34903945
2072,3132305,2012,67060952,1633918,65427034,14279839,2719668,16955153,31472374
2073,3132404,2012,2262720733,367554381,1895166352,10491649,71145452,941058991,232161192
2074,3132503,2012,292164508,10835088,28132942,90857378,2491742,80574485,84980137
2075,3132602,2012,96659463,3144738,93514725,5380063,49261631,23682094,15190937
2076,3132701,2012,180501293,11155702,16934559,16032375,13819542,7889605,60597623
2077,3132800,2012,15723497,781158,14942339,1512402,631771,4692226,810594
2078,3132909,2012,144041753,799669,136045063,47886832,7916838,51722473,2851892
2079,3133006,2012,413910515,70885772,343024742,6909396,170463149,120930968,44721229
2080,3133105,2012,340856512,18648046,322208467,140391396,37701383,101593134,42522554
2081,3133204,2012,80953315,2895837,78057477,8041555,6355818,31542561,32117543
2082,3133303,2012,184872722,14492222,1703805,5049672,11857118,97441053,56032658
2083,3133402,2012,291259694,27778532,263481162,77287372,62871077,8002037,43302343
2084,3133501,2012,281811362,23818771,257992591,260903,62921115,115458584,53522591
2085,3133600,2012,155265281,18219378,137045903,5224726,21184325,84393013,26243838
2086,3133709,2012,1550406349,50307688,1500098661,22274427,1102991298,339630409,35202527
2087,3133758,2012,621295693,75297533,545998161,4767889,346516273,143721832,50992167
2088,3133808,2012,2172457212,305628231,1866828981,20738046,717477806,8768723,25174083
2089,3133907,2012,31146559,1301829,2984473,5071134,1690921,8991684,14090991
2090,3134004,2012,8088898,3033808,77855172,5482844,13016707,22731495,36624126
2091,3134103,2012,52631303,1773043,5085826,1685278,353689,13104265,17364325
2092,3134202,2012,2081440182,244814264,1836625918,97794835,466179808,1002533012,270118262
2093,3134301,2012,40979444,1281683,39697762,7751866,2311928,12618981,17014987
2094,3134400,2012,1845607959,77881028,1767726932,80641363,1232801798,335542334,118741437
2095,3134509,2012,48710413,1273778,47436634,9224361,14428335,9995151,13788787
2096,3134608,2012,129684779,7050688,12263409,10027833,8361776,56761114,47483367
2097,3134707,2012,72043169,2309346,69733823,1032269,4388541,21589011,33433581
2098,3134806,2012,77723925,372241,74001515,19951298,4166996,28177185,21706036
2099,3134905,2012,414688788,44391421,370297367,34762869,97040647,170327893,68165959
2100,3135001,2012,44589903,4660778,39929125,129768,15858983,11420441,11352021
2101,3135050,2012,312640704,2362547,289015234,71345704,42775737,91040956,83852837
2102,3135076,2012,36185054,816517,35368537,10935422,1852864,7493178,15087073
2103,3135100,2012,64678919,52128556,594660634,42211765,57898904,320159566,174390399
2104,3135209,2012,44524206,28672252,416569809,22774968,25860352,207650263,160284226
2105,3135308,2012,49207242,1767275,47439967,1531982,5780946,12716017,13623184
2106,3135357,2012,38184957,1250651,36934305,2555899,1865893,10360641,22151873
2107,3135407,2012,261123795,74187833,186935962,2734042,11298937,47339499,23873051
2108,3135456,2012,32931431,922668,32008763,1401974,1381951,9029209,20195629
2109,3135506,2012,102443441,3646188,98797253,32443321,5514477,26933926,33905529
2110,3135605,2012,5620397,265576,53548211,11953798,3518861,15989527,22086025
2111,3135704,2012,75186158,3813113,71373044,23989776,14075444,16084121,17223703
2112,3135803,2012,136351955,5455597,130896358,13259537,7655353,47738655,62242812
2113,3135902,2012,44430074,1369622,43060452,14381469,1908324,12224366,14546293
2114,3136009,2012,82156167,2950409,79205759,9362853,5223703,24938065,39681138
2115,3136108,2012,42073556,886617,41186938,1550896,15271766,8926621,15437655
2116,3136207,2012,1993556661,281815383,1711741278,711051,73117904,755374253,224476933
2117,3136306,2012,829919818,65446035,764473783,187714648,139589415,302992702,134177018
2118,3136405,2012,32687715,1109349,31578366,6386466,2598133,8422108,14171658
2119,3136504,2012,54506321,1628632,52877689,8057573,3155812,15155406,26508898
2120,3136520,2012,23254552,51738,22737171,1900949,1332969,5847688,13655565
2121,3136553,2012,36019792,1911653,34108139,5217277,4603605,9923767,14363491
2122,3136579,2012,166583359,1075938,165507421,1427126,952326,7969994,13872501
2123,3136603,2012,45720644,2462252,43258392,5737214,4686282,16890742,15944153
2124,3136652,2012,810662204,199197705,611464499,2047085,312928319,212685915,8380318
2125,3136702,2012,11916162852,2015473955,9900688897,23066284,2491011589,5922749996,1463861028
2126,3136801,2012,77427427,967244,76460182,5372888,142243,8107004,13201868
2127,3136900,2012,120931139,4712063,116219076,39659175,17240605,35047091,24272207
2128,3136959,2012,34846209,1179265,33666944,6121151,1856335,8535273,17154184
2129,3137007,2012,96275391,1897084,94378307,27562345,2441752,18823412,45550799
2130,3137106,2012,109221865,5734515,103487351,28793933,21944854,31263291,21485273
2131,3137205,2012,919422044,114139814,80528223,28672952,213667319,438284463,124657496
2132,3137304,2012,96534343,1210201,95324142,71601627,1956834,8045859,13719822
2133,3137403,2012,114981823,4867114,110114708,30705383,7391299,37133335,34884691
2134,3137502,2012,214183952,8073076,206110876,78875878,13258017,65246701,48730281
2135,3137536,2012,139954036,8999764,130954272,52845399,14728412,38529564,24850897
2136,3137601,2012,1223592223,193304522,1030287702,2196486,339134944,517589615,171366656
2137,3137700,2012,211507525,17003188,194504336,36593762,10272292,90509626,57128656
2138,3137809,2012,224467543,16022951,208444591,25394051,21432417,108484477,53133646
2139,3137908,2012,23194921,102374,2217118,1600775,1605536,7743576,11221294
2140,3138005,2012,54805442,241366,52391782,10714365,5590122,17472586,18614709
2141,3138104,2012,94479034,4630903,89848131,44790449,3417815,19294843,22345025
2142,3138203,2012,1825819953,212102814,1613717139,53729768,362760211,929587994,267639166
2143,3138302,2012,28134377,939201,27195175,5846502,1930633,8423816,10994223
2144,3138351,2012,31661972,1474404,30187568,2210451,1544809,10818832,15613476
2145,3138401,2012,709282282,63157804,646124478,43766459,1022511,366715775,133391145
2146,3138500,2012,5274158,2784365,49957215,11405448,4583847,17845456,16122465
2147,3138609,2012,151275648,10024359,141251289,17531628,16832669,63698552,43188441
2148,3138625,2012,172901326,12197821,160703505,58539717,31160022,46335465,24668301
2149,3138658,2012,38534281,1207054,37327227,1990279,1820339,11542058,21974552
2150,3138674,2012,57945544,1148452,56797092,25598258,3058211,1057876,17561863
2151,3138682,2012,34624777,1266528,33358249,3050497,182341,9034397,19449945
2152,3138708,2012,45967519,1302249,4466527,13843012,2182215,12894688,15745356
2153,3138807,2012,312753553,28169049,284584503,41899718,40108427,154993976,47582383
2154,3138906,2012,46094927,1809233,44285694,6083113,247621,16231308,19495063
2155,3139003,2012,724440892,79450521,644990371,79116479,122324106,339385885,104163901
2156,3139102,2012,78604158,3026524,75577634,30393102,9826236,20666043,14692253
2157,3139201,2012,123717514,5986156,117731358,16010399,9761573,41449058,50510328
2158,3139250,2012,29290098,1094093,28196005,2377455,1417739,762491,16775901
2159,3139300,2012,128923148,6147236,122775912,16433054,7289346,46038123,53015389
2160,3139409,2012,1526573892,148431088,1378142804,89622645,314963137,75635179,217205233
2161,3139508,2012,296581193,29125718,267455475,30992892,11818023,164233306,60411254
2162,3139607,2012,279141542,1722877,261912772,26100688,26087088,133286144,76438852
2163,3139706,2012,87137387,7691897,7944549,10093455,18270919,28918203,22162914
2164,3139805,2012,117224343,8525146,108699197,9189312,24303233,44231591,3097506
2165,3139904,2012,106035044,5596709,100438335,11004804,7748727,43454059,38230746
2166,3140001,2012,539062214,141517386,5249104753,12195435,3767016324,124359135,226301644
2167,3140100,2012,28670809,958535,27712274,3578113,1508088,8189215,14436859
2168,3140159,2012,100923617,6683871,94239746,8772118,9235934,40992574,3523912
2169,3140209,2012,31288174,2226701,29061473,4793202,4656445,9214397,10397428
2170,3140308,2012,25752395,807794,24944601,2383935,1302323,7570913,13687431
2171,3140407,2012,21770135,685985,2108415,344271,855799,666452,10121121
2172,3140506,2012,21494385,17236341,197707509,60571942,30035606,70049295,37050666
2173,3140530,2012,79639314,4729203,74910111,20868695,13701814,20268896,20070705
2174,3140555,2012,41408578,832346,40576232,3478788,5145411,10460636,21491397
2175,3140605,2012,32359228,1056273,31302956,72925,135464,8237946,14417871
2176,3140704,2012,434682012,53573749,381108263,1883619,12931816,154390416,78563497
2177,3140803,2012,436658652,62431799,374226852,2304663,86410438,237463479,48048272
2178,3140852,2012,96117083,2549719,93567364,40788664,6411075,16312178,30055446
2179,3140902,2012,228429353,28033213,20039614,23923463,30775486,100192537,45504654
2180,3141009,2012,80275106,3823592,76451514,5202689,566889,32623508,32956426
2181,3141108,2012,867931474,133361509,734569965,10877717,376211013,248274472,99206763
2182,3141207,2012,4777929,2252896,45526393,13961381,6772311,12448568,12344133
2183,3141306,2012,82574107,1875645,80698462,48965724,4259846,15387345,12085548
2184,3141405,2012,153018656,6795571,146223085,10719133,26288744,55840828,5337438
2185,3141504,2012,40448401,1205983,39242418,6674703,238939,11573525,186048
2186,3141603,2012,78778061,5460185,73317875,7048106,7359104,32209827,26700838
2187,3141702,2012,32427234,821318,31605915,2721082,1747483,9403762,17733589
2188,3141801,2012,179837312,6184753,173652559,28789479,10562952,56496088,77804041
2189,3141900,2012,39276676,120858,38068096,11614956,2537722,12326642,11588776
2190,3142007,2012,71722675,3340658,68382017,4135582,351992,25346031,35380484
2191,3142106,2012,99269303,7044444,92224859,12644737,8163506,4177757,29639046
2192,3142205,2012,172992116,7536689,165455427,1222024,60553604,55882832,36798751
2193,3142254,2012,24432785,653225,2377956,1668794,999362,5837003,15274402
2194,3142304,2012,33377368,2376121,31001247,1885267,3170239,14213845,11731897
2195,3142403,2012,61329583,3731033,5759855,7735575,2798521,26590498,20473957
2196,3142502,2012,2074396,436367,20307593,6070939,853958,4145534,9237162
2197,3142601,2012,16102691,17910924,143115985,21082286,57245924,43015409,21772366
2198,3142700,2012,95986066,5230566,907555,826772,5547647,35467621,41472512
2199,3142809,2012,409103862,18378162,3907257,189335535,20210248,122033158,59146759
2200,3142908,2012,132029341,6048478,125980862,8456544,7548557,52805689,57170072
2201,3143005,2012,180172476,15184589,164987887,40245982,31826826,58731639,3418344
2202,3143104,2012,848869145,92104511,756764634,154152128,65509116,417657847,119445544
2203,3143153,2012,19871879,471588,19400291,1867048,603547,4368992,12560704
2204,3143203,2012,353502766,16874953,336627813,79425674,83369346,115517443,58315349
2205,3143302,2012,6172329912,644086095,5528243818,196790739,1290026492,3091997455,949429131
2206,3143401,2012,304820628,24833836,279986792,3049871,39535065,146625584,63327433
2207,3143450,2012,39268952,1122247,38146705,5541454,1637789,9220629,21746833
2208,3143500,2012,142292271,5168341,13712393,59311527,7925175,37745248,3214198
2209,3143609,2012,39540668,225113,37289539,1005386,1710197,13558032,1196745
2210,3143708,2012,29736953,4929232,24807722,3597694,1188983,7116221,12904824
2211,3143807,2012,4205412,1599213,40454907,4991799,235141,15665387,17446311
2212,3143906,2012,1538952743,129714314,1409238429,26193662,228450438,8713241,283270229
2213,3144003,2012,240067393,13925914,226141478,53707139,28857668,79060444,64516228
2214,3144102,2012,309661837,20511971,289149866,61597448,42491253,129455847,55605318
2215,3144201,2012,19045723,55171,18494013,1981984,887413,5007482,10617134
2216,3144300,2012,493003095,41821925,45118117,35809196,83638163,229682937,102050874
2217,3144359,2012,43818856,2071677,41747179,2719396,2214592,19196647,17616544
2218,3144375,2012,30729404,1117327,29612078,6480131,1323159,8678598,1313019
2219,3144409,2012,52798294,3220312,49577983,1299132,3360983,18981677,14244003
2220,3144508,2012,175855014,618797,169667044,1921272,90695827,37106234,22652263
2221,3144607,2012,315353324,16741577,298611748,102050276,18365326,113394314,64801831
2222,3144656,2012,53423079,1474645,51948434,8794502,4729527,11019655,2740475
2223,3144672,2012,39854487,601513,39252974,19587477,2004018,7074495,10586984
2224,3144706,2012,296286276,485313,247754976,6932094,79253827,109156316,52412739
2225,3144805,2012,792310102,57325603,734984499,235746,4809186746,2145166256,395256242
2226,3144904,2012,2943896,854394,28584566,6047233,1672606,8101048,1276368
2227,3145000,2012,631055523,20499771,610555752,170428128,296320344,96188992,47618287
2228,3145059,2012,65266518,1991112,63275406,19244844,4891786,18714543,20424233
2229,3145109,2012,249658325,10800901,238857424,104199201,1694022,74490036,43227966
2230,3145208,2012,1489783136,1621417,1327641436,7858666,644973188,464322905,210486678
2231,3145307,2012,150801526,5270327,145531199,21952681,9086803,44261681,70230034
2232,3145356,2012,49643285,2077068,47566217,3315093,4021915,13333943,26895266
2233,3145372,2012,30022378,2619241,27403137,159826,2850538,8220129,1473421
2234,3145406,2012,15148489,39909,14749399,2242289,582083,3821424,8103604
2235,3145455,2012,333407215,3667171,329740043,292126673,3444007,1555225,18617113
2236,3145505,2012,25949739,1068911,24880828,4875387,1619787,8564198,9821455
2237,3145604,2012,552175007,47961609,504213398,37200748,88712406,267250714,111049531
2238,3145703,2012,20412904,565906,19846998,4752284,1715154,5042749,8336811
